subID	Model	randi	Mp0	delta0	wp0	scl0	Mp	delta	wp	scl	nll	nllsd	success	iterations
22071401.000000	1.000000	3.000000	97.327097	0.452523	NaN	NaN	1.700928	-2.432654	NaN	NaN	247.960265	0.033676	2.000000	17.000000
22071401.000000	1.000000	19.000000	42.034630	-0.223793	NaN	NaN	1.870699	-2.273023	NaN	NaN	248.257822	0.038176	2.000000	20.000000
22071401.000000	1.000000	24.000000	37.761855	0.787085	NaN	NaN	1.579134	0.422018	NaN	NaN	248.522690	0.048569	2.000000	21.000000
22071401.000000	1.000000	8.000000	81.434650	0.101022	NaN	NaN	6.839113	-0.565070	NaN	NaN	286.533897	0.023985	1.000000	22.000000
22071401.000000	1.000000	17.000000	34.202722	0.091009	NaN	NaN	4.477530	-0.551180	NaN	NaN	272.113306	0.058119	1.000000	19.000000
22071401.000000	1.000000	36.000000	37.699981	-0.179606	NaN	NaN	1.683135	0.439964	NaN	NaN	247.974467	0.030814	2.000000	22.000000
22071401.000000	1.000000	20.000000	15.320793	-0.222080	NaN	NaN	1.676003	0.506026	NaN	NaN	247.912320	0.044009	2.000000	21.000000
22071401.000000	1.000000	13.000000	62.011799	0.233236	NaN	NaN	1.701919	-2.477356	NaN	NaN	247.993878	0.033366	2.000000	24.000000
22071401.000000	1.000000	37.000000	33.635947	0.306584	NaN	NaN	1.703807	0.518914	NaN	NaN	247.938209	0.038651	2.000000	20.000000
22071401.000000	1.000000	40.000000	43.672536	0.718342	NaN	NaN	1.799259	0.159087	NaN	NaN	249.051197	0.035072	1.000000	21.000000
22071401.000000	1.000000	35.000000	93.038656	-0.035906	NaN	NaN	1.760572	0.397948	NaN	NaN	247.941705	0.050419	2.000000	28.000000
22071401.000000	1.000000	33.000000	63.052793	0.170610	NaN	NaN	1.969204	0.260772	NaN	NaN	248.670380	0.032086	1.000000	23.000000
22071401.000000	1.000000	12.000000	62.803264	-0.337447	NaN	NaN	1.696205	-2.474694	NaN	NaN	247.997862	0.040075	1.000000	31.000000
22071401.000000	1.000000	6.000000	86.681705	-0.227494	NaN	NaN	1.843861	0.293254	NaN	NaN	248.173615	0.035783	1.000000	29.000000
22071401.000000	1.000000	32.000000	33.572380	0.588781	NaN	NaN	2.008181	0.076284	NaN	NaN	249.508199	0.041285	2.000000	30.000000
22071401.000000	1.000000	25.000000	80.065757	0.290691	NaN	NaN	1.754370	0.417356	NaN	NaN	247.966764	0.041249	2.000000	32.000000
22071401.000000	1.000000	16.000000	61.457379	0.369358	NaN	NaN	2.004001	-2.098241	NaN	NaN	249.238174	0.043048	1.000000	34.000000
22071401.000000	2.000000	19.000000	8.578240	-0.026735	NaN	1.071022	2.643555	0.859766	NaN	0.501953	265.321799	0.022381	2.000000	11.000000
22071401.000000	2.000000	36.000000	24.159187	0.662583	NaN	0.037152	0.033203	-2.028906	NaN	4.242188	262.738476	0.916416	2.000000	12.000000
22071401.000000	2.000000	5.000000	98.093100	0.247564	NaN	1.726384	1.012724	0.417095	NaN	2.782620	251.607819	0.086224	2.000000	11.000000
22071401.000000	2.000000	37.000000	28.187788	0.128367	NaN	1.964591	0.033203	0.940625	NaN	5.189453	268.989485	0.048118	2.000000	12.000000
22071401.000000	2.000000	24.000000	37.990427	0.500633	NaN	1.010278	1.428697	0.553259	NaN	3.442584	259.313948	0.040799	2.000000	11.000000
22071401.000000	2.000000	32.000000	23.118133	-0.372137	NaN	1.261407	0.000002	-1.677557	NaN	2.041563	272.158445	0.042663	2.000000	11.000000
22071401.000000	2.000000	11.000000	22.308159	0.692463	NaN	0.435463	8.577271	-0.688867	NaN	1.770264	294.025656	0.031725	2.000000	14.000000
22071401.000000	2.000000	30.000000	1.532361	0.555712	NaN	1.019547	1.155915	0.915039	NaN	1.364075	245.182018	0.032675	2.000000	11.000000
22071401.000000	2.000000	35.000000	2.027120	0.203638	NaN	0.466515	0.709961	2.399463	NaN	1.089355	249.464558	0.912440	2.000000	15.000000
22071401.000000	2.000000	2.000000	58.002619	0.073675	NaN	0.539677	1.012085	0.931396	NaN	1.635010	245.075243	0.050947	2.000000	16.000000
22071401.000000	2.000000	17.000000	55.717042	0.326860	NaN	1.344331	0.000005	-0.542769	NaN	4.856482	266.449196	0.061926	2.000000	16.000000
22071401.000000	2.000000	31.000000	27.445527	0.604578	NaN	0.902283	1.785522	0.066113	NaN	1.355225	248.472998	0.060845	2.000000	17.000000
22071401.000000	2.000000	13.000000	12.353736	0.096567	NaN	1.055676	0.583069	-3.999963	NaN	3.701355	257.597729	0.036394	2.000000	18.000000
22071401.000000	2.000000	12.000000	66.932683	-0.233992	NaN	1.993546	1.039593	0.905669	NaN	1.486833	244.997763	0.046996	2.000000	11.000000
22071401.000000	2.000000	9.000000	46.095772	0.113402	NaN	0.801769	1.668261	-2.324150	NaN	0.344315	247.781852	0.039445	2.000000	15.000000
22071401.000000	2.000000	18.000000	95.303690	-0.124060	NaN	0.179253	1.181416	0.751971	NaN	1.299170	245.274839	0.053219	2.000000	19.000000
22071401.000000	2.000000	33.000000	98.972092	0.771933	NaN	1.213747	0.840801	1.322870	NaN	1.553069	244.832666	0.046822	2.000000	20.000000
22071401.000000	2.000000	15.000000	76.351371	-0.315068	NaN	1.669422	0.611015	1.155627	NaN	4.050171	260.260156	0.050764	2.000000	18.000000
22071401.000000	2.000000	34.000000	47.709612	-0.175943	NaN	0.608683	0.732762	-3.977136	NaN	1.652223	244.862335	0.034181	2.000000	22.000000
22071401.000000	2.000000	7.000000	17.273676	0.214340	NaN	0.582692	1.119779	0.747434	NaN	1.549663	245.208870	0.029315	1.000000	20.000000
22071401.000000	2.000000	27.000000	19.276942	0.171772	NaN	1.258077	1.190852	0.692699	NaN	1.419434	245.289622	0.039767	2.000000	20.000000
22071401.000000	2.000000	16.000000	50.062664	0.152703	NaN	0.912849	0.000000	0.676023	NaN	3.506672	276.441360	1.932997	1.000000	24.000000
22071401.000000	2.000000	22.000000	78.953794	0.651834	NaN	0.767173	1.173434	0.600905	NaN	1.478836	245.431257	0.065749	2.000000	17.000000
22071401.000000	2.000000	39.000000	37.386846	0.717204	NaN	0.264239	0.000063	-1.086644	NaN	4.842735	266.253376	0.049155	1.000000	23.000000
22071401.000000	2.000000	3.000000	29.679522	0.107464	NaN	0.152148	1.214579	0.713913	NaN	1.157069	245.474696	0.037676	2.000000	21.000000
22071401.000000	2.000000	38.000000	50.352618	0.303490	NaN	0.597762	4.450445	-0.714440	NaN	2.249092	290.548381	2.366473	2.000000	22.000000
22071401.000000	2.000000	6.000000	86.365250	-0.204691	NaN	1.964685	1.172032	0.747653	NaN	1.284420	245.393225	0.044310	1.000000	20.000000
22071401.000000	2.000000	20.000000	53.066517	0.414969	NaN	0.359610	1.270483	0.422262	NaN	1.294712	246.090245	0.060611	1.000000	25.000000
22071401.000000	2.000000	26.000000	5.473939	0.305756	NaN	1.865227	0.661669	-3.996006	NaN	1.724859	244.657210	0.051454	2.000000	29.000000
22071401.000000	2.000000	14.000000	2.875111	0.490566	NaN	0.658486	1.036720	0.272672	NaN	3.520695	257.184999	0.057208	1.000000	24.000000
22071401.000000	2.000000	1.000000	99.761660	-0.058667	NaN	0.505006	1.112755	0.659728	NaN	1.526674	245.348572	0.062909	2.000000	25.000000
22071401.000000	2.000000	25.000000	60.911167	0.424094	NaN	1.460016	0.846384	1.364322	NaN	1.574825	244.799507	0.051477	1.000000	28.000000
22071401.000000	2.000000	28.000000	6.938850	-0.190503	NaN	1.030306	0.813025	1.702501	NaN	1.538430	244.977738	0.035548	2.000000	29.000000
22071401.000000	2.000000	10.000000	15.775737	-0.272328	NaN	0.156858	0.613050	-3.842601	NaN	2.174996	246.140911	0.052013	2.000000	30.000000
22071401.000000	2.000000	4.000000	67.225350	-0.040250	NaN	1.449397	1.591715	0.365486	NaN	0.570472	247.217501	0.039787	2.000000	27.000000
22071401.000000	2.000000	8.000000	72.804653	-0.344959	NaN	1.668459	12.460438	-1.141808	NaN	0.028127	308.257233	0.936100	1.000000	27.000000
22071401.000000	2.000000	29.000000	25.682777	-0.365286	NaN	1.197372	1.850617	-0.085573	NaN	2.386690	253.331637	0.072652	1.000000	28.000000
22071401.000000	2.000000	23.000000	70.426023	0.130432	NaN	1.517279	1.178195	0.788627	NaN	1.328147	245.237290	0.036435	2.000000	34.000000
22071401.000000	2.000000	21.000000	13.014086	0.793361	NaN	1.897071	2.251645	-0.143000	NaN	0.420671	252.273004	0.053876	1.000000	30.000000
22071401.000000	2.000000	40.000000	77.131871	0.441558	NaN	0.515850	1.632363	0.368580	NaN	0.717833	246.878860	0.030753	1.000000	37.000000
22071401.000000	3.000000	36.000000	78.780334	0.531213	0.031945	NaN	0.033203	0.868555	0.138086	NaN	260.392149	0.064749	2.000000	11.000000
22071401.000000	3.000000	7.000000	32.053866	0.178152	0.400402	NaN	8.444336	-0.520117	0.000000	NaN	298.627344	0.031731	2.000000	12.000000
22071401.000000	3.000000	40.000000	68.047248	0.302292	0.669979	NaN	5.930664	1.225391	0.596777	NaN	353.969194	0.031129	2.000000	12.000000
22071401.000000	3.000000	29.000000	85.262204	0.377733	0.972456	NaN	8.444336	-0.527148	0.353418	NaN	322.111133	0.031005	2.000000	12.000000
22071401.000000	3.000000	28.000000	93.977650	0.602549	0.479886	NaN	4.238770	0.357031	0.361621	NaN	328.780067	0.026950	2.000000	12.000000
22071401.000000	3.000000	25.000000	30.949904	0.620633	0.289859	NaN	57.509277	0.442578	0.000000	NaN	379.818037	0.031171	2.000000	13.000000
22071401.000000	3.000000	30.000000	83.506208	0.783252	0.816847	NaN	0.782471	-2.421191	0.084595	NaN	254.041556	0.037363	2.000000	11.000000
22071401.000000	3.000000	8.000000	46.268676	0.253129	0.793382	NaN	6.849121	-0.060742	0.564648	NaN	342.480253	0.033033	2.000000	12.000000
22071401.000000	3.000000	17.000000	15.664113	0.789628	0.459134	NaN	2.729660	0.058762	0.000000	NaN	255.538748	0.027346	2.000000	11.000000
22071401.000000	3.000000	21.000000	91.439567	0.339445	1.152739	NaN	0.002991	0.832300	0.376831	NaN	303.666991	0.029572	2.000000	14.000000
22071401.000000	3.000000	4.000000	18.803718	-0.335976	0.807663	NaN	1.724154	0.309108	0.015277	NaN	249.418940	0.036640	2.000000	11.000000
22071401.000000	3.000000	3.000000	48.427652	-0.307505	0.445258	NaN	4.769552	-0.630094	0.000720	NaN	277.366664	0.089540	2.000000	11.000000
22071401.000000	3.000000	20.000000	11.362249	-0.072118	0.901660	NaN	0.002991	2.074634	0.181024	NaN	278.748946	0.037863	2.000000	11.000000
22071401.000000	3.000000	13.000000	91.323532	0.255076	0.283845	NaN	1.531738	-2.648828	0.000684	NaN	248.443695	0.051715	2.000000	21.000000
22071401.000000	3.000000	18.000000	30.721726	-0.000766	1.191027	NaN	2.011974	-2.261676	0.000000	NaN	248.940959	0.033760	2.000000	11.000000
22071401.000000	3.000000	38.000000	82.627661	0.300666	0.874428	NaN	1.308167	1.107874	0.002948	NaN	251.324350	0.076090	2.000000	11.000000
22071401.000000	3.000000	37.000000	46.860485	-0.193178	0.339364	NaN	0.000017	-2.557289	0.144925	NaN	259.109085	0.055518	2.000000	17.000000
22071401.000000	3.000000	31.000000	30.168977	0.238073	1.186397	NaN	2.021179	0.232446	0.000000	NaN	248.926572	0.041595	2.000000	17.000000
22071401.000000	3.000000	23.000000	53.744994	0.629539	0.005484	NaN	1.876160	0.147998	0.000000	NaN	248.883385	0.033129	2.000000	16.000000
22071401.000000	3.000000	15.000000	42.560028	0.348974	0.741009	NaN	0.105524	-1.808184	0.206859	NaN	264.686126	0.037222	2.000000	18.000000
22071401.000000	3.000000	35.000000	93.270859	0.019299	0.722740	NaN	1.981384	-2.122457	0.000000	NaN	249.060188	0.039783	2.000000	19.000000
22071401.000000	3.000000	10.000000	7.102195	0.782585	0.385373	NaN	0.730637	-0.858605	1.586633	NaN	319.197901	0.035415	1.000000	19.000000
22071401.000000	3.000000	39.000000	18.627988	0.303303	0.565877	NaN	0.210512	-1.776260	0.262545	NaN	270.724897	0.029287	2.000000	20.000000
22071401.000000	3.000000	2.000000	99.671837	-0.298021	0.509428	NaN	2.007723	-2.089339	0.000000	NaN	249.348191	0.044954	2.000000	22.000000
22071401.000000	3.000000	34.000000	86.811097	0.745354	0.046648	NaN	1.705327	-2.419522	0.000000	NaN	247.965303	0.041317	1.000000	22.000000
22071401.000000	3.000000	5.000000	3.731290	0.075919	1.089635	NaN	1.643506	0.518701	0.002178	NaN	248.156956	0.035070	1.000000	28.000000
22071401.000000	3.000000	19.000000	61.527645	0.181425	0.354418	NaN	1.744974	-2.340560	0.000000	NaN	248.043843	0.038753	1.000000	25.000000
22071401.000000	3.000000	1.000000	43.591869	-0.259730	0.805536	NaN	0.000021	2.322792	0.132338	NaN	271.960455	0.930458	1.000000	26.000000
22071401.000000	3.000000	24.000000	56.764545	0.046106	1.160984	NaN	1.638992	0.322928	0.000000	NaN	248.541777	0.045676	2.000000	30.000000
22071401.000000	3.000000	32.000000	37.077367	0.556716	1.363480	NaN	1.126343	-2.958920	0.032157	NaN	252.174713	0.064118	1.000000	35.000000
22071401.000000	3.000000	33.000000	46.314819	0.590327	1.180496	NaN	1.641089	-2.469535	0.000352	NaN	248.113223	0.052498	1.000000	32.000000
22071401.000000	3.000000	14.000000	87.142063	-0.277908	0.348031	NaN	0.276485	0.122374	0.150338	NaN	258.829086	0.041827	1.000000	27.000000
22071401.000000	3.000000	16.000000	47.290612	0.756203	0.920057	NaN	1.793461	-2.295852	0.000000	NaN	248.153928	0.030594	2.000000	34.000000
22071401.000000	3.000000	22.000000	47.014026	-0.329502	0.356152	NaN	1.648995	0.497616	0.000203	NaN	247.981911	0.038683	1.000000	36.000000
22071401.000000	3.000000	11.000000	82.879550	-0.336325	0.291215	NaN	1.897162	0.244357	0.000005	NaN	248.389693	0.036756	2.000000	29.000000
22071401.000000	3.000000	6.000000	55.246491	0.148219	0.103804	NaN	1.275381	-2.490744	0.027057	NaN	250.098461	0.051436	1.000000	43.000000
22071401.000000	3.000000	12.000000	55.506323	0.385742	0.084874	NaN	12.797586	-0.770117	0.055316	NaN	306.763878	0.033084	1.000000	38.000000
22071401.000000	3.000000	9.000000	68.366171	-0.398888	0.573515	NaN	1.749731	-2.375680	0.000000	NaN	247.978874	0.033228	1.000000	46.000000
22071401.000000	3.000000	26.000000	40.433829	-0.062452	0.933950	NaN	1.823859	0.261230	0.000000	NaN	248.221486	0.037827	2.000000	55.000000
22071401.000000	3.000000	27.000000	75.012719	-0.279814	1.220433	NaN	0.000011	-0.616950	0.450355	NaN	287.558146	0.041375	1.000000	38.000000
22071401.000000	4.000000	38.000000	75.615658	-0.153092	1.303353	1.908270	0.033203	-0.723438	0.000000	4.541992	267.762887	1.711262	2.000000	15.000000
22071401.000000	4.000000	16.000000	1.705837	0.753785	0.366482	1.697258	0.009033	-0.984912	0.004443	1.921143	272.612496	0.044479	2.000000	15.000000
22071401.000000	4.000000	19.000000	82.106124	0.416665	1.126595	1.283214	2.256836	-0.298047	0.684961	0.095703	325.174751	0.027463	2.000000	13.000000
22071401.000000	4.000000	37.000000	56.734010	0.534379	1.325131	1.835631	0.301551	0.598093	0.082834	1.803457	250.685785	0.030413	2.000000	13.000000
22071401.000000	4.000000	22.000000	16.068450	0.550878	0.152702	0.877387	8.879395	-0.587756	0.000000	0.451721	298.202649	0.029998	2.000000	16.000000
22071401.000000	4.000000	4.000000	11.939510	0.184967	0.694069	1.410789	1.732651	-1.817136	0.145541	3.785168	279.233756	0.021671	2.000000	13.000000
22071401.000000	4.000000	18.000000	27.243561	0.600534	1.136860	0.252271	0.033203	-3.208398	0.075879	1.541992	248.712284	0.051246	2.000000	16.000000
22071401.000000	4.000000	6.000000	53.920520	0.678728	0.270067	0.477717	1.005086	0.894973	0.000010	1.382866	245.393918	0.060460	2.000000	17.000000
22071401.000000	4.000000	15.000000	33.130623	0.731323	0.452316	1.794401	0.540423	0.529872	0.050640	2.089558	249.466224	0.050844	2.000000	13.000000
22071401.000000	4.000000	10.000000	79.924524	0.798462	1.225532	1.117946	0.002991	0.519482	0.085236	1.560059	248.927412	0.079084	2.000000	18.000000
22071401.000000	4.000000	12.000000	75.578861	-0.215498	0.747626	0.458816	1.088508	-3.062000	0.000000	1.301805	245.344618	0.047748	1.000000	18.000000
22071401.000000	4.000000	23.000000	9.192871	0.780066	0.663360	0.429610	0.618061	2.431075	0.000152	1.499928	245.332132	0.060206	2.000000	22.000000
22071401.000000	4.000000	33.000000	84.503693	0.130499	0.601563	0.329102	0.000005	1.006834	0.065067	1.514293	247.980145	0.088835	2.000000	18.000000
22071401.000000	4.000000	24.000000	46.864682	0.558081	1.005560	0.601611	1.234901	0.616016	0.000000	1.443481	245.606538	0.052956	2.000000	22.000000
22071401.000000	4.000000	1.000000	35.326186	0.618453	0.302471	0.429392	0.283788	-0.602697	0.000000	2.135983	272.827991	0.027100	1.000000	19.000000
22071401.000000	4.000000	2.000000	49.035412	0.014039	0.532355	1.394582	0.797663	-3.620417	0.000000	1.521451	245.052827	0.036794	2.000000	22.000000
22071401.000000	4.000000	28.000000	41.961000	-0.375993	0.390355	1.907993	0.859236	-3.226182	0.000031	1.459006	245.161069	0.072314	2.000000	21.000000
22071401.000000	4.000000	34.000000	91.145804	-0.257006	0.251775	1.372155	1.709448	-0.006234	0.000000	3.204950	257.873178	0.051295	2.000000	21.000000
22071401.000000	4.000000	29.000000	16.522750	0.650358	0.452898	1.906164	0.000945	-0.906811	0.000001	5.078846	267.802610	0.064775	1.000000	23.000000
22071401.000000	4.000000	14.000000	39.565419	0.703557	0.049004	0.872752	0.914350	-3.251736	0.000000	1.521117	244.991162	0.043785	2.000000	24.000000
22071401.000000	4.000000	39.000000	62.071471	0.538213	0.450497	0.254403	0.214197	-3.575406	0.038055	1.901840	247.186702	0.060225	2.000000	24.000000
22071401.000000	4.000000	8.000000	32.363773	0.276198	0.930749	0.397252	0.761290	-3.493084	0.000000	1.716007	245.096943	0.064498	2.000000	26.000000
22071401.000000	4.000000	11.000000	42.612362	0.104260	0.946070	1.430758	0.000725	-1.406082	0.248177	2.150452	270.635625	1.856732	1.000000	24.000000
22071401.000000	4.000000	26.000000	5.064460	0.590887	0.177913	1.617642	0.683229	-3.219598	0.016597	1.553350	245.790550	0.045116	1.000000	24.000000
22071401.000000	4.000000	21.000000	24.838390	0.476437	0.477513	0.069309	1.391986	0.324707	0.000000	1.353702	246.332871	0.063732	1.000000	25.000000
22071401.000000	4.000000	36.000000	23.298906	0.688711	0.883940	1.348848	1.318825	-2.620363	0.000000	1.155640	245.625902	0.040825	2.000000	24.000000
22071401.000000	4.000000	20.000000	48.574851	-0.036318	0.732930	0.228154	0.200603	-1.869091	0.084936	3.719250	262.606761	0.048052	1.000000	26.000000
22071401.000000	4.000000	13.000000	81.096579	0.510736	1.044902	0.162268	1.122322	0.777591	0.000000	1.388009	245.196160	0.043764	2.000000	30.000000
22071401.000000	4.000000	9.000000	99.873234	-0.254046	0.275131	1.223327	0.135017	1.817105	0.033033	1.707892	247.137176	0.103221	1.000000	29.000000
22071401.000000	4.000000	32.000000	58.670766	0.132421	0.352472	0.378617	1.118283	-0.527930	0.147322	3.014267	267.105001	0.053484	2.000000	28.000000
22071401.000000	4.000000	40.000000	64.849069	-0.315037	1.237505	1.233149	0.000000	3.308098	0.044577	1.452249	248.572910	0.102153	1.000000	25.000000
22071401.000000	4.000000	17.000000	35.098124	-0.077430	0.329864	0.602667	0.014338	-3.075839	0.065434	1.528169	247.806938	0.062742	2.000000	28.000000
22071401.000000	4.000000	7.000000	63.681930	-0.280962	0.617152	1.170317	2.238331	-0.286163	0.010333	1.925742	255.402839	0.069126	2.000000	28.000000
22071401.000000	4.000000	35.000000	86.227216	0.318415	1.191261	0.731130	1.550673	0.388950	0.000078	0.719540	246.850116	0.041184	1.000000	37.000000
22071401.000000	4.000000	31.000000	25.820204	0.698806	0.060343	0.974008	0.808706	-2.278666	0.000071	3.915381	259.605195	0.111415	1.000000	29.000000
22071401.000000	4.000000	3.000000	11.721814	0.183591	0.188435	0.763456	0.041004	0.127740	0.000980	4.354092	268.372199	1.973459	1.000000	29.000000
22071401.000000	4.000000	5.000000	50.323698	0.774104	0.404785	1.889652	1.014873	0.993211	0.000000	1.433171	245.108233	0.060878	1.000000	35.000000
22071401.000000	4.000000	25.000000	20.066534	0.262680	0.946791	0.336144	0.230822	0.146393	0.002527	4.886902	266.390174	0.069526	1.000000	36.000000
22071401.000000	4.000000	27.000000	19.495584	0.770175	0.561343	0.984515	0.085223	-3.199487	0.062811	1.536762	247.684481	0.062145	2.000000	37.000000
22071401.000000	4.000000	30.000000	91.819888	-0.022335	1.114237	1.863124	0.158414	1.811094	0.041078	1.565123	246.832230	0.046495	1.000000	34.000000
22071401.000000	5.000000	34.000000	78.089296	0.691515	0.911398	1.640422	1.145020	1.103223	0.000000	1.846436	246.970387	0.034014	2.000000	16.000000
22071401.000000	5.000000	10.000000	73.875932	-0.285476	0.208457	0.906211	0.033203	-1.121289	0.000000	3.823242	271.687991	2.448711	2.000000	14.000000
22071401.000000	5.000000	1.000000	6.449732	0.494941	0.097629	0.728254	0.033203	1.163867	0.000000	5.621826	272.306413	0.040346	2.000000	15.000000
22071401.000000	5.000000	15.000000	70.065022	-0.381244	0.336258	1.978686	1.527962	0.330737	0.000000	1.139206	246.325728	0.046694	2.000000	17.000000
22071401.000000	5.000000	30.000000	52.741909	0.785573	1.373140	0.558778	0.000005	-0.077953	0.000000	4.309069	263.332230	0.910099	1.000000	21.000000
22071401.000000	5.000000	19.000000	99.796299	0.000865	0.505835	0.964428	0.166254	1.493144	0.053235	1.485686	247.552914	0.050244	2.000000	20.000000
22071401.000000	5.000000	22.000000	73.714414	-0.143760	0.181080	1.614576	0.000000	-1.344327	0.000000	4.176501	264.122794	1.497704	1.000000	21.000000
22071401.000000	5.000000	29.000000	60.193920	0.320965	1.009143	0.513758	0.929466	1.114912	0.000011	1.647679	244.936107	0.046954	2.000000	22.000000
22071401.000000	5.000000	12.000000	89.587383	0.301156	0.612363	0.616148	0.000965	-3.284950	0.073018	1.539629	248.810547	0.051282	1.000000	20.000000
22071401.000000	5.000000	11.000000	77.521862	0.205049	0.982281	0.186318	0.197304	2.278088	0.000000	4.575118	264.243854	0.057597	2.000000	24.000000
22071401.000000	5.000000	16.000000	98.223796	0.672842	0.006998	0.449377	0.009033	-1.156445	0.000000	3.720215	274.054414	2.365862	1.000000	27.000000
22071401.000000	5.000000	26.000000	80.932221	0.012829	1.374307	0.957183	1.165714	0.635692	0.000003	1.383447	245.403130	0.058038	2.000000	23.000000
22071401.000000	5.000000	25.000000	47.118733	0.447482	0.644083	1.474705	1.361097	0.291306	0.010638	1.569460	247.367924	0.039508	2.000000	23.000000
22071401.000000	5.000000	17.000000	33.896542	-0.375937	0.549909	1.511809	0.155645	1.656821	0.046900	1.578352	247.265261	0.062765	1.000000	21.000000
22071401.000000	5.000000	7.000000	55.998093	0.326518	0.936095	0.309149	0.000000	-2.403653	0.095776	1.432988	249.862364	0.072226	2.000000	27.000000
22071401.000000	5.000000	31.000000	54.157994	0.308989	1.252893	0.366543	0.924058	-3.048775	0.000021	1.524734	245.057093	0.075536	2.000000	27.000000
22071401.000000	5.000000	27.000000	94.270809	0.327483	0.298972	1.868389	0.088435	-0.902463	0.000042	4.410049	264.063796	0.915516	1.000000	28.000000
22071401.000000	5.000000	13.000000	43.357665	0.444755	1.355854	0.951378	0.564047	2.574515	0.000000	1.854416	244.798367	0.039224	2.000000	28.000000
22071401.000000	5.000000	5.000000	28.449136	-0.107639	1.016345	1.082344	1.387480	-2.365646	0.000000	1.131639	246.240352	0.056784	1.000000	26.000000
22071401.000000	5.000000	40.000000	98.544691	-0.278342	0.941185	0.909457	2.470547	-0.312714	0.000008	0.935930	255.268009	0.107471	2.000000	27.000000
22071401.000000	5.000000	2.000000	9.187744	0.643646	0.576704	0.488952	0.335244	2.325835	0.015412	1.921637	245.759131	0.052578	2.000000	28.000000
22071401.000000	5.000000	28.000000	98.308576	-0.029737	1.227290	0.983074	0.003471	-3.918529	0.000000	4.289419	264.123505	1.260245	1.000000	30.000000
